0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-346.30383,132.96121,-58.681816,-51.202087,5.6977096,5.440441,-21.321478,-17.526855,-4.47897,-6.7448173,1.9053495,11.424746,12.004544,9.426254,3.7439146,-1.9302819,-5.030384,-4.8276014,-0.4182604,2.7284522,0.10366202,-1.2756478,0.52653587,5.243896,4.522816,-1.9217592,0.16175696,1.84013,-1.6214011,-1.7228491,2.0351365,3.4508054,-0.35134754,0.033046577,2.138603,1.6162456,1.0589198,-0.8282363,-1.4882812,-0.72528017,3
-365.7009,104.84436,-46.26368,-51.89344,-8.671927,12.446684,6.2788043,-0.87990403,5.9155226,2.4812613,-4.9080606,-2.4700642,1.5236183,3.9742203,6.007352,6.0812025,4.175981,3.401943,0.7012941,-5.1635785,-3.193964,3.1758857,2.7061198,-0.21191731,-1.5869012,-1.1156162,2.1391819,3.0338023,0.14029488,1.1058561,2.2197275,-2.01274,-2.7878346,-0.24903733,0.75645787,1.3157505,-0.12004615,-0.3076402,1.859361,2.0099778,3
-378.5355,128.78014,-33.28277,-53.95497,-23.449705,5.114252,-0.31485933,-9.258011,0.00066554855,2.6338499,5.4195037,11.823878,6.4493794,-4.8785243,-3.0255435,3.4386322,2.9407651,3.312109,6.118174,2.9455779,-0.78173596,-3.479707,-5.1981826,1.2915094,4.294916,1.3789061,2.3256161,2.2535303,-1.6601412,-1.7711383,0.26654246,-0.5765404,-0.80960554,-0.14279991,1.8851154,3.0810874,0.88595176,-0.32506326,0.4382254,0.3320162,3
-391.70688,126.131294,-37.688023,-50.142178,-21.399887,7.258891,1.0681672,-8.571847,2.3686814,4.214026,5.8702126,10.831098,4.324266,-8.137433,-5.751048,4.410174,6.4956665,5.7788877,5.3970003,0.9570369,-2.266016,-5.93503,-7.5454016,1.4435965,6.2404084,3.5662754,3.5240748,2.178292,-3.2956436,-4.0295305,-0.5435801,-0.47976303,-0.6958086,0.40435383,3.2465076,3.477651,-1.0477004,-2.006342,1.0113646,1.5220089,3
-384.55258,133.3026,-39.471794,-52.961853,-23.352747,9.299608,2.2968936,-9.872052,0.00771679,1.4289179,3.053572,8.675743,3.4061258,-8.291092,-4.1226535,5.8625975,7.240549,7.3455434,6.098573,0.535697,-1.9697003,-5.1415634,-7.427248,0.2677778,4.205534,2.802538,3.113168,1.3654711,-3.0596418,-2.715795,0.77761495,-0.61946267,-0.49932453,1.0490429,3.1017075,3.560786,-1.4297655,-2.0402853,1.4944283,1.8916327,3
-122.87498,149.72156,-86.23197,50.921585,-12.068409,38.709366,-19.353386,31.17145,-10.595691,10.780253,-7.0470114,3.290371,-4.605931,3.8326802,-0.2182692,1.3996778,6.340819,-5.7703795,9.402005,-5.4458942,5.3550544,-3.2160184,4.028994,-0.15575963,3.9593968,-5.3004446,3.0517719,-0.40014037,0.70194775,-0.47099942,-2.9639847,1.85873,-5.7062545,2.264321,-3.7391963,-0.5180396,-6.2407503,-0.4502272,-4.963731,0.5009326,0
-119.47326,151.85637,-86.34189,51.051754,-11.257782,39.031647,-18.591208,31.185728,-10.210323,9.897714,-7.2495513,3.431276,-4.338142,4.1402225,-0.77403396,1.905879,6.180296,-5.039251,9.166399,-5.2311897,5.363655,-2.605249,3.7416334,0.34159574,4.0461283,-4.611082,2.8120463,0.097207464,0.7397112,-0.8881574,-3.234929,1.9158263,-5.576624,1.9213651,-3.3107975,-0.42723384,-6.26146,-1.4897856,-5.218937,0.30352256,0
-112.6166,150.03658,-86.75424,55.264233,-13.622617,40.575035,-17.388939,27.155912,-8.17247,8.25855,-5.3163495,2.786022,-1.713436,3.2851257,-0.60582364,1.9645975,6.3675485,-5.346435,9.096486,-4.3430743,5.819953,-3.5551596,3.8598287,2.0758233,3.2131383,-2.8854904,1.308827,0.86437654,0.6829466,-0.05098875,-2.7983243,1.2103194,-4.7737055,1.0266483,-3.7818685,-1.0528798,-5.560504,-0.9686978,-3.921462,0.9456246,0
-113.685936,149.88762,-86.9075,55.855057,-13.524493,40.189392,-16.882257,26.454878,-8.1144495,7.9038363,-4.725253,1.999787,-1.6436859,2.9217844,0.1814043,2.187672,6.315225,-5.3527775,8.8267355,-4.2314816,6.582487,-3.041339,4.4468517,2.1642191,2.7129,-3.1723223,0.81058234,0.5087716,0.85382795,-0.047814284,-3.3535056,0.4070091,-5.0536966,0.71236354,-3.9567447,-0.48883605,-5.3387694,-1.0089772,-3.738263,0.5522953,0
-121.225784,153.354,-89.57439,56.92308,-14.735971,39.061214,-16.85079,27.252712,-7.900664,6.799683,-4.0640707,1.4074001,-0.5711933,1.4303588,0.80417806,1.7534714,6.1497254,-5.7305927,9.047392,-4.327294,6.955868,-3.0619876,4.270373,2.3731265,2.2726948,-2.3469555,0.34726882,1.0988606,0.5983262,0.04688108,-3.511036,0.30661392,-4.506715,1.1136028,-3.82919,-0.8456628,-4.8930206,-1.7015669,-3.4361274,-0.03693735,0
-126.662605,156.88315,-93.08744,59.551342,-17.10075,39.85509,-18.636892,28.81451,-8.54438,6.9278116,-4.038152,1.1221213,0.42878985,0.6369437,1.0134938,0.9920241,7.0003057,-5.96691,9.388242,-4.418397,7.3322196,-3.9403493,3.9734757,2.1876142,2.1450162,-2.1053643,0.12616503,1.3094344,-0.26679486,0.4399765,-2.9376934,1.0395417,-3.847774,1.8046592,-3.3658328,-0.83007646,-4.475046,-1.5950197,-2.737796,0.059054732,0
-124.775246,154.54958,-91.04405,57.938328,-14.769598,38.058384,-17.83577,27.213903,-7.711113,6.626305,-3.3493717,0.3163719,0.61273503,0.79531217,0.7564196,1.1076281,6.8021398,-5.140445,9.219528,-3.8815868,6.7072196,-3.8811088,3.8259637,2.1007187,1.0816982,-2.4687846,-0.1346371,0.63367426,-0.564675,0.75656146,-2.8328934,0.8682281,-3.7972019,2.0210094,-3.3596008,-0.639947,-4.3902607,-1.7922148,-2.838927,-0.45436543,0
-124.08809,155.50723,-91.3161,58.505856,-14.534852,39.278107,-18.020838,27.90463,-8.271694,7.2733483,-3.3984587,0.49355027,-0.048894756,1.5174404,0.44888568,1.4521174,6.584065,-5.215026,9.386638,-4.369768,6.8919115,-3.923291,4.259256,2.0198061,1.4580097,-2.531704,0.458872,0.39977717,-0.025635818,0.86610353,-3.0995047,0.5198105,-4.4282107,1.9519981,-3.9440854,-0.53386617,-4.6784973,-1.8259008,-3.560997,-0.28329644,0
-125.39195,156.73167,-92.97351,60.286068,-16.25056,41.274036,-18.80073,29.169163,-9.007015,7.381184,-3.5790162,0.8202704,-0.8262205,1.7496755,0.456819,2.1055644,7.0277915,-5.894889,9.546986,-4.6204443,7.1925697,-4.282948,4.3420525,2.2887707,2.385512,-2.463729,1.0003328,0.39343143,0.045184996,0.25662673,-3.0385883,0.4370614,-4.6300554,1.9220383,-4.06076,-0.534807,-4.751817,-1.3382568,-3.24779,0.37649903,0
-122.936066,154.0545,-89.66269,56.825443,-14.601414,38.333984,-16.920391,27.48228,-7.0361767,6.4224567,-2.228302,0.85285866,-0.59130085,2.0211132,0.5810078,2.5295749,6.6795344,-5.3861327,9.024906,-4.301152,6.7614107,-3.6350882,4.1961923,2.8607628,2.2945251,-2.4033256,0.7896803,0.24456951,0.32842553,-0.35977188,-2.6789267,0.6093688,-4.7017703,1.3755568,-4.166604,-0.8053017,-4.9681106,-1.3909509,-3.2648394,0.10905312,0
-122.55693,154.33022,-89.2239,55.41575,-14.775694,37.686832,-17.179804,26.977318,-6.350736,6.9789996,-2.7709079,0.60241127,-0.44885072,2.0598423,0.05064069,2.0977478,5.987027,-5.4621673,9.354842,-4.075774,6.8417864,-3.8687055,4.119157,2.3433018,1.8949913,-2.8199944,0.66770726,0.108665556,0.26615223,-0.16220033,-2.670691,1.372514,-4.618886,0.9890084,-4.8581514,-0.9775477,-5.5545335,-1.4984221,-3.522361,-0.2245904,0
-125.24466,158.08194,-92.336235,58.542828,-17.654272,39.767284,-18.869415,28.759773,-7.067728,8.273861,-3.7290344,0.64537793,-0.49588898,1.3661402,0.25688228,1.6425837,6.2449274,-5.9780993,9.907343,-4.495576,6.905354,-4.4771748,3.989127,2.282733,1.8965567,-2.6290424,0.94346553,0.28010368,-0.026399076,0.24386415,-2.84876,1.6012979,-4.4931684,0.95391566,-4.4059176,-0.6230084,-5.5493584,-1.6245177,-3.4756384,-0.34623608,0
-120.76069,153.03804,-86.7752,51.741283,-11.975357,39.20386,-18.994972,31.29233,-10.459589,10.314278,-7.529056,2.9384947,-4.639229,4.7706723,-0.6064308,2.2621875,5.812151,-5.35934,9.4771385,-5.7324567,5.9133077,-2.9392946,4.3978806,0.48455134,4.755307,-4.6923814,3.0179327,0.17971264,0.9636413,-1.1437672,-3.3069592,1.8156792,-5.6850753,2.3134284,-4.061798,-0.33492786,-6.6414785,-1.1146017,-5.5498495,0.7443449,0
-122.06269,153.02948,-89.42216,57.82277,-15.516745,39.384754,-16.75701,28.176933,-6.18338,6.9935117,-3.4435802,1.4594893,-1.2281171,1.4318343,0.3155188,2.6308916,5.857434,-4.7057385,8.801812,-3.7611046,6.7700067,-2.6953716,3.5345767,3.267518,1.8452715,-1.8364664,0.53560084,0.8555464,0.46341965,0.7469455,-2.9745982,0.9354023,-4.2362466,0.99705637,-4.1495094,-1.3084599,-5.163273,-2.3434684,-3.853699,-0.8905154,0
-122.83476,152.47073,-90.0351,59.00198,-14.939759,41.19645,-16.56173,28.00929,-6.80667,6.58039,-4.050966,1.3062361,-1.0623703,0.7073129,0.22867693,2.553165,5.648582,-4.8837714,9.071268,-3.8256497,7.111311,-2.3343003,3.9352224,3.202614,1.5826197,-2.2068133,0.40856597,1.3608015,0.04559534,0.6979976,-3.0566714,0.71450675,-4.6040826,1.2372174,-4.8090396,-2.2428894,-6.1397595,-3.2878587,-4.1346397,-1.3148812,0
-124.75643,154.88213,-90.25179,58.84891,-14.870236,41.188316,-16.703678,27.184635,-6.6697197,7.3303385,-4.330541,0.19965723,-0.51271355,-0.27892548,0.38732955,2.1162963,6.039574,-5.6637864,9.951841,-5.245682,6.9691563,-3.493358,4.1986046,2.6213498,2.0099332,-2.3937771,1.5353519,1.2408084,-0.037572224,0.21767792,-2.7369285,0.5876496,-4.8555856,1.2926977,-5.1908956,-1.9460398,-6.849529,-3.3552713,-3.5802674,-1.2361281,0
-124.57867,154.52586,-89.647156,58.466972,-15.346796,41.217896,-17.579523,27.005135,-7.144746,8.070479,-5.546805,1.0079063,-1.5671155,0.0029701786,-0.73776215,2.1739545,5.901084,-5.672791,9.801626,-5.6102147,7.3257627,-3.9266715,4.308034,1.9602684,2.9063964,-2.5146625,1.9750984,0.8283481,0.3335285,0.6547015,-2.0288944,0.8543363,-5.1490417,2.1183956,-5.9717603,-1.1316507,-6.931079,-2.153892,-3.6221216,-0.9213461,0
-123.82985,154.1301,-89.96508,58.033165,-14.551223,41.010273,-17.311697,26.105972,-6.3066974,7.590921,-5.020126,0.50624007,-0.7918235,0.034103226,-0.9880017,1.4988096,5.142564,-5.6976776,9.344525,-5.7725983,6.359182,-3.8332565,3.6523092,2.231494,2.4934545,-2.3299255,1.6263,0.9952776,-0.0031779413,0.68991584,-1.7845252,0.9732473,-4.785443,2.2994754,-4.9253955,-0.7869645,-6.4981766,-2.4711492,-3.4156682,-1.0647283,0
-122.84929,153.87407,-90.29572,58.53586,-14.540922,41.509087,-17.635544,26.045092,-6.1255174,7.900395,-4.36199,-0.2535384,-0.4594296,-0.24573258,-0.62458926,0.9240175,4.662524,-5.509456,9.660117,-6.173586,5.3316784,-4.508403,3.3996391,2.2631173,2.1894262,-2.320197,1.6861594,1.2073212,-0.2128459,0.6965905,-1.9513031,0.76821804,-4.5987306,1.8035308,-4.6812134,-0.99101746,-6.0058284,-2.7386947,-3.5823882,-1.5256304,0
-122.85095,154.08449,-89.538994,59.470924,-15.378302,41.452168,-18.028345,26.563633,-7.134235,7.4777937,-5.026636,0.25749132,-1.0543857,-1.1706471,-0.8357344,0.90433085,4.624725,-6.0139165,9.305026,-5.859165,5.9954004,-4.928381,3.671139,1.9360886,2.5482101,-2.6276133,1.9669766,1.1311047,-0.1935661,0.18016556,-2.2367084,0.4098776,-5.001772,1.5530279,-5.838898,-1.5141175,-6.1529107,-2.3464098,-4.303303,-1.5994844,0
-124.59357,155.35918,-89.8311,60.80023,-15.981433,42.228554,-17.783794,26.774109,-7.748306,6.667666,-5.462415,0.2893978,-0.65905446,-1.6105537,-0.760896,1.1324193,4.994065,-6.809038,8.8193035,-5.4433417,7.125779,-4.352821,3.5999558,2.7124815,3.1971405,-2.1794653,1.7941208,1.2726623,-0.22439784,-0.07523805,-2.6970255,0.3125651,-4.817184,1.3235928,-6.1739783,-1.9800313,-6.4742384,-2.6827035,-4.611069,-2.0867183,0
-122.66306,152.6428,-87.39215,58.086414,-14.2892065,40.392143,-15.508534,24.787132,-6.606466,5.0589604,-4.253707,-0.20913939,0.57498074,-1.8460946,-0.63571745,1.2083364,4.787311,-6.428448,8.458119,-4.923891,6.312965,-3.8814998,2.846023,3.5204887,2.8168037,-1.5233951,1.6228725,1.7190944,0.39648658,0.8980674,-2.5797021,0.05956579,-4.5255256,1.0894228,-5.742924,-2.8415358,-6.271756,-3.5667439,-4.4427466,-2.733042,0
-119.23494,149.96439,-85.36754,57.294388,-14.607067,39.91398,-16.048628,25.157589,-7.1294007,5.6975503,-4.762614,1.5151572,-0.120528996,-1.4949528,-1.2983061,1.660585,4.3234296,-6.2087035,7.7450957,-5.1492596,6.3048253,-3.9400432,3.0965774,3.191068,2.642133,-1.7237495,2.177858,2.3802059,0.90138936,1.7794212,-2.4049315,0.29010034,-5.161256,1.2097657,-6.115186,-2.5764167,-6.399686,-2.946526,-4.454064,-2.1239407,0
-119.77379,152.27003,-85.670616,51.241417,-11.281742,38.465023,-17.863686,29.549501,-9.510677,9.615922,-6.6877117,2.0420103,-4.1637435,4.087768,-0.3645028,1.6140485,6.3127885,-5.534415,9.963866,-5.5115137,5.990302,-3.333184,4.062732,0.38821787,4.1671124,-4.773807,2.683561,0.5540187,1.2975435,-0.5708011,-3.6140304,1.6242176,-6.033298,2.512226,-4.8797283,-0.059061654,-6.9530473,-0.70183694,-5.7369776,0.8117124,0
-114.73245,147.49815,-84.70325,58.645382,-15.246968,41.80237,-17.442045,27.086658,-7.260761,7.8179774,-5.5036297,3.1858773,-0.9285459,0.16424853,-0.70265293,2.8229144,5.0747933,-5.815032,8.444149,-4.5499344,6.8975983,-3.8915243,4.532481,2.855519,3.3515553,-2.097743,2.5437913,2.6134422,0.6189575,2.326433,-2.3974206,0.8862957,-5.3637114,1.592898,-6.1057715,-1.78367,-6.7005706,-1.7225543,-4.8585515,-1.42231,0
-118.97228,153.44325,-87.69544,53.3003,-12.4341545,39.380993,-18.139366,28.657099,-9.271043,8.988723,-6.29753,2.412884,-3.550981,3.6717155,-0.6694679,1.6291143,6.9777527,-5.7864175,9.759587,-5.005398,6.999933,-3.1413348,3.6492407,0.59090614,3.3988345,-4.8567443,2.2946208,0.4658722,1.0455527,-0.15688056,-2.8410509,1.5219694,-5.3016977,1.9471667,-4.876351,-0.19334315,-6.8537946,-0.4474863,-5.223004,0.78463084,0
-117.895355,152.96307,-88.219406,53.88688,-12.551334,38.821587,-17.444628,28.142805,-8.301825,8.560511,-5.3786626,1.8226475,-2.984612,3.2935143,-0.7523777,2.0046363,6.909227,-6.3901396,9.375026,-4.630853,7.257661,-3.6073122,3.2829716,1.3306518,3.3006356,-4.1545,1.6262294,0.3912114,0.45995536,-0.3133477,-1.9997416,1.7320998,-4.524988,1.2139345,-4.635672,-0.35110584,-6.09292,-0.7799478,-4.928646,0.6671777,0
-118.48755,152.59676,-88.889015,54.723736,-13.27466,39.66819,-17.924881,28.229698,-8.964267,8.613211,-5.4646807,1.6330754,-3.1103346,3.1903498,-0.71875834,1.6142995,6.8197165,-6.8800626,9.4543495,-5.0223656,7.2890754,-3.8892174,3.395466,1.6583107,3.6997778,-3.3788943,1.2915248,0.9350148,0.8843565,-0.077978805,-2.598026,1.6160164,-4.8559995,1.4700823,-4.7116747,-0.4547224,-6.0084662,-0.8728435,-4.667352,0.71245867,0
-114.402245,148.39397,-87.75128,52.150463,-12.338679,39.289097,-16.408247,26.067858,-8.998833,6.8208165,-4.3708878,1.3242453,-3.478136,3.0772135,-1.0396897,1.7534431,5.7574773,-5.7756095,8.725461,-4.402417,6.9263062,-1.8471867,3.3082569,1.9305047,3.7092404,-2.947412,0.7513442,1.4843469,1.119561,-0.0765841,-2.663355,1.2162399,-4.394223,1.7098702,-3.880019,-0.86730707,-5.9109225,-1.2480258,-3.8663857,0.4117788,0
-114.65775,149.33913,-87.921974,52.29196,-12.9217205,38.748142,-16.438396,25.816326,-8.437001,6.9136353,-4.0544906,1.0046946,-2.8898783,2.8940423,-1.1947197,1.5768706,5.9374857,-5.8918905,8.792656,-4.3342633,6.683644,-1.9557966,3.481894,2.0668314,3.4027302,-2.4311123,0.8811046,1.0983225,0.8180673,-0.0736134,-3.1517742,1.1679605,-4.3071904,1.7800882,-3.7896821,-0.96049833,-6.1951256,-1.32629,-3.8365571,0.63885844,0
-117.94777,153.32977,-89.347466,55.905457,-14.833807,40.454224,-18.3615,27.921232,-8.609493,8.528237,-5.728053,1.9064649,-2.1061602,3.0046067,-0.9164944,1.4002857,6.5825505,-6.6439996,9.609893,-4.987927,6.169172,-3.8408344,3.8905334,1.798777,3.2548375,-2.3978775,1.7570988,0.73299205,0.6403261,0.011981002,-3.5147989,1.1453466,-4.7084107,1.8403755,-4.3189316,-1.1232778,-6.3913665,-0.8812866,-4.0810027,1.1995348,0
-255.10172,111.6719,-105.67475,34.92129,-50.005424,25.38724,-33.837074,5.9837394,-3.0292268,-2.879132,7.725082,-12.755032,13.9286375,-5.0601697,11.401012,-7.109617,5.925227,2.9621398,5.0090036,4.6596036,-2.8721666,7.9710317,-7.345706,4.809592,-3.377068,1.2926577,-2.8664382,0.92774767,-0.25244442,-2.50038,9.222384,-3.6898403,4.352188,-1.3935504,1.213588,-0.5631917,-2.0840476,1.6963029,-1.1606286,2.1006143,3
-139.30809,120.51818,-110.38761,30.554201,-56.230846,18.819645,-37.172813,1.1344777,-7.9104095,-6.6414976,5.007254,-9.7566395,17.02378,-4.3769927,13.111203,-3.0507557,7.4080834,0.4236118,2.5910437,3.2625701,-3.8894973,5.63723,-8.248549,1.7098366,-6.7299953,0.30817062,-2.2559009,2.9425278,1.328192,-0.09825975,8.811009,-1.3631576,5.6369624,-1.8856955,2.524245,0.021171547,1.0479648,2.798164,0.70890486,1.3581349,3
-213.35358,125.56807,-108.636375,29.957447,-41.280693,19.576536,-32.24701,0.95258486,-2.9293149,-4.8834085,6.908829,-11.68152,13.788867,-4.340166,6.861672,-7.2334538,2.620591,-0.25328273,-1.5046486,2.3452249,-4.5588045,5.521854,-4.982605,3.1488812,-3.040324,1.5402772,-0.022194684,1.8012519,1.0449522,-2.7074628,5.373108,-3.1001344,3.8975942,-1.2202796,1.6545637,0.892944,-0.6551427,2.5898213,0.41761908,2.6528213,3
